Gender,UGPA,LSAT,ZFYA
male,3.6,45.0,1.59
male,3.9,41.0,1.59
male,2.6,37.5,1.59
female,3.9,40.0,1.59
male,3.3,47.0,1.59
female,3.3,36.0,1.59
female,2.7,33.0,1.59
male,3.1,43.0,1.59
male,3.0,36.0,1.59
male,2.9,47.0,1.59
female,3.2,37.0,1.59
female,3.6,31.0,1.59
male,4.0,39.0,1.59
male,2.7,27.0,1.59
female,2.9,44.0,1.59
female,2.9,36.5,1.59
female,2.7,34.0,1.59
male,1.9,45.0,1.59
male,3.0,37.0,1.59
male,2.4,33.0,1.59
male,2.9,40.0,1.59
male,3.2,47.0,1.59
male,3.8,44.0,1.59
male,3.3,42.0,1.59
female,3.8,42.0,1.59
female,3.6,35.0,1.59
female,3.7,45.0,1.59
male,4.0,39.0,1.59
female,2.7,39.0,1.58
male,3.8,33.0,1.58
male,3.7,36.0,1.58
female,3.4,39.5,1.58
female,3.9,45.0,1.58
female,3.3,43.0,1.58
male,3.6,45.0,1.58
male,3.9,38.0,1.58
male,3.4,48.0,1.58
male,3.7,36.0,1.58
male,2.7,35.0,1.58
male,3.1,37.0,1.58
female,2.8,35.0,1.57
male,3.1,42.0,1.57
female,2.7,24.3,1.57
male,3.1,42.0,1.57
female,3.8,35.0,1.57
male,4.0,44.0,1.57
male,3.6,40.0,1.57
male,3.6,43.0,1.57
male,3.6,44.0,1.57
female,2.8,30.0,1.57
male,3.0,41.0,1.57
male,2.8,36.0,1.57
male,3.3,37.0,1.57
female,3.3,45.0,1.57
male,2.6,42.0,1.57
female,3.8,39.0,1.57
male,2.4,35.0,1.57
male,3.4,41.0,1.57
female,3.2,45.0,1.57
female,2.4,38.0,1.57
female,3.0,48.0,1.57
male,2.1,36.0,1.57
female,3.4,41.0,1.57
male,3.3,40.0,1.57
female,3.5,41.0,1.56
male,3.6,41.0,1.56
female,3.6,33.0,1.56
female,3.2,35.0,1.56
female,3.4,40.0,1.56
female,3.0,35.0,1.56
female,3.5,35.0,1.56
female,3.0,39.0,1.56
female,3.4,30.0,1.56
male,3.6,40.0,1.56
female,3.1,38.0,1.56
male,3.5,42.0,1.56
female,3.9,33.0,1.56
female,3.7,37.0,1.56
female,3.8,38.0,1.56
male,2.4,42.0,1.55
male,3.3,44.0,1.55
male,3.5,41.0,1.55
male,3.2,33.0,1.55
female,3.2,48.0,1.55
male,2.8,44.0,1.55
female,3.4,33.0,1.55
male,3.4,27.0,1.55
male,3.5,41.0,1.55
female,3.9,38.0,1.55
male,3.2,32.0,1.55
female,3.9,35.0,1.55
male,3.6,34.0,1.55
male,3.8,48.0,1.55
male,2.3,36.0,1.55
male,3.8,46.0,1.55
female,3.3,40.0,1.55
male,3.1,26.7,1.55
female,3.0,40.0,1.55
male,3.2,31.0,1.55
male,3.5,38.0,1.55
male,3.3,44.0,1.55
male,3.8,35.0,1.55
female,3.7,46.0,1.55
male,3.7,34.0,1.55
male,3.0,37.5,1.54
female,3.8,36.0,1.54
female,3.6,26.5,1.54
male,3.5,46.0,1.54
female,3.5,40.0,1.54
male,2.8,41.0,1.54
female,3.6,44.0,1.54
female,3.5,36.0,1.54
female,3.1,42.0,1.54
female,3.4,39.0,1.54
male,3.8,40.0,1.54
male,3.2,41.5,1.54
male,3.5,31.0,1.54
female,3.8,30.0,1.54
male,3.6,45.0,1.54
male,2.5,41.0,1.54
male,3.6,37.0,1.54
female,3.1,28.3,1.54
female,4.0,35.0,1.54
female,3.9,39.0,1.54
male,3.7,38.0,1.54
male,3.8,43.0,1.54
male,2.7,37.0,1.54
male,3.6,42.0,1.54
male,3.6,42.0,1.54
male,2.8,35.0,1.54
male,3.3,42.0,1.54
female,3.9,32.0,1.54
male,3.3,46.0,1.54
female,3.3,32.0,1.53
male,3.1,41.0,1.53
male,3.3,44.0,1.53
male,3.0,37.0,1.53
male,3.2,41.0,1.53
female,3.1,38.0,1.53
male,3.0,36.0,1.53
male,3.6,40.0,1.53
male,4.0,46.0,1.53
male,2.7,43.0,1.53
male,3.5,46.0,1.53
female,3.6,44.0,1.53
female,3.6,39.0,1.53
female,2.6,37.0,1.53
female,4.0,38.0,1.53
female,3.7,37.0,1.53
female,2.7,35.0,1.53
male,3.7,42.0,1.53
male,3.0,42.0,1.52
female,3.6,34.0,1.52
male,4.0,42.0,1.52
male,3.2,31.0,1.52
female,3.5,33.0,1.52
male,3.8,40.5,1.52
male,2.5,44.0,1.52
male,3.6,40.0,1.52
male,3.8,42.0,1.52
female,3.2,27.5,1.52
female,3.8,33.0,1.52
male,3.2,42.0,1.52
male,3.3,38.0,1.52
male,3.4,37.0,1.52
male,2.7,41.0,1.52
female,3.9,41.0,1.52
female,3.6,48.0,1.52
female,3.3,35.0,1.52
female,4.0,40.0,1.52
female,3.4,35.0,1.52
male,3.6,33.0,1.52
male,2.5,37.0,1.52
male,3.6,41.0,1.52
male,3.8,38.0,1.52
male,4.0,44.0,1.52
female,3.1,36.5,1.52
female,3.7,32.5,1.52
male,3.1,34.0,1.52
female,3.1,44.0,1.51
male,3.3,41.0,1.51
female,2.9,37.0,1.51
male,3.6,42.0,1.51
male,3.9,39.0,1.51
female,3.3,33.0,1.51
female,3.4,46.0,1.51
female,3.1,37.0,1.51
female,3.6,28.0,1.51
male,2.8,34.0,1.51
female,3.7,45.0,1.51
male,2.8,41.0,1.51
male,3.5,37.0,1.51
female,3.2,45.0,1.51
male,3.4,35.0,1.51
female,2.7,34.0,1.51
male,3.5,39.0,1.5
male,3.3,38.0,1.5
female,3.6,41.0,1.5
male,3.2,42.0,1.5
female,3.5,36.0,1.5
female,3.6,46.0,1.5
male,3.5,33.5,1.5
male,3.7,32.0,1.5
male,3.1,47.0,1.5
female,2.7,43.0,1.5
female,3.4,46.0,1.5
male,3.6,37.5,1.5
male,3.8,48.0,1.5
female,3.4,36.0,1.5
female,2.3,36.0,1.5
female,3.4,47.0,1.5
male,3.9,43.0,1.5
male,3.5,39.0,1.5
male,3.8,46.0,1.49
female,3.7,38.0,1.49
male,2.6,40.0,1.49
female,3.2,44.0,1.49
male,2.8,40.0,1.49
female,2.9,36.0,1.49
male,2.7,40.0,1.49
female,3.6,32.0,1.49
female,3.0,32.5,1.49
male,3.2,39.0,1.49
female,3.2,38.0,1.49
female,2.7,37.0,1.49
female,3.8,42.0,1.49
male,3.2,39.5,1.49
male,3.6,37.0,1.49
male,3.4,36.5,1.49
female,3.1,25.5,1.49
female,3.5,38.0,1.49
male,3.5,39.0,1.49
male,2.9,31.0,1.49
male,2.7,40.0,1.49
male,3.6,43.0,1.49
female,2.8,35.5,1.49
female,3.8,37.0,1.49
female,3.3,37.0,1.49
female,3.3,32.3,1.49
male,2.2,36.0,1.49
female,3.4,36.0,1.49
female,3.9,33.0,1.49
male,3.5,48.0,1.48
male,3.7,40.0,1.48
male,3.1,48.0,1.48
female,3.0,34.0,1.48
female,3.5,38.0,1.48
male,2.9,41.0,1.48
male,3.6,42.0,1.48
male,3.9,37.0,1.48
male,4.0,42.0,1.48
male,3.5,35.5,1.48
male,3.6,43.0,1.48
female,3.0,44.0,1.48
male,3.5,33.0,1.48
male,3.5,35.0,1.48
male,2.2,42.0,1.48
female,3.1,36.0,1.48
male,3.5,39.0,1.48
male,3.5,48.0,1.48
female,3.3,32.0,1.47
female,3.7,48.0,1.47
female,3.0,37.0,1.47
male,4.0,43.0,1.47
male,3.2,43.0,1.47
female,2.6,35.0,1.47
female,2.3,39.0,1.47
male,3.2,35.0,1.47
male,3.0,43.0,1.47
female,2.8,37.0,1.47
male,3.1,38.0,1.47
female,3.6,36.0,1.47
male,3.5,32.5,1.47
female,3.7,43.0,1.47
male,3.6,38.0,1.47
male,3.0,44.0,1.47
male,4.0,47.0,1.47
male,4.0,47.0,1.47
female,3.5,39.0,1.47
female,2.6,36.5,1.47
male,3.7,44.0,1.47
female,3.6,44.0,1.47
male,3.2,36.0,1.47
female,3.9,44.0,1.47
male,2.7,40.0,1.47
male,3.9,35.0,1.47
female,3.6,37.0,1.47
male,3.2,44.0,1.46
female,3.3,37.0,1.46
female,3.1,38.0,1.46
female,3.4,33.0,1.46
male,3.2,32.0,1.46
female,2.8,43.0,1.46
male,3.9,38.0,1.46
male,3.6,36.0,1.46
female,2.6,40.0,1.46
female,4.0,39.0,1.46
male,3.6,38.0,1.46
male,3.4,48.0,1.46
male,3.3,42.0,1.46
male,3.5,44.0,1.46
female,3.3,40.0,1.46
male,3.0,42.0,1.46
male,3.4,39.0,1.46
male,3.6,44.0,1.46
male,2.8,40.0,1.46
female,2.4,41.0,1.46
female,4.0,33.0,1.46
male,3.4,38.0,1.46
male,2.6,44.0,1.46
male,3.6,31.5,1.46
male,2.9,38.0,1.45
female,3.3,38.0,1.45
male,3.4,45.0,1.45
female,3.6,41.0,1.45
male,3.0,42.0,1.45
female,3.0,27.5,1.45
male,2.8,38.0,1.45
male,2.6,36.0,1.45
male,2.7,42.0,1.45
female,3.5,38.0,1.45
female,3.3,37.0,1.45
male,2.8,40.0,1.45
male,3.5,40.0,1.45
male,3.9,40.5,1.45
male,3.9,37.0,1.45
male,3.2,38.0,1.45
female,3.4,36.0,1.45
male,3.1,33.0,1.45
male,3.0,31.0,1.45
male,3.0,44.0,1.45
male,3.0,41.0,1.45
female,4.0,41.0,1.45
male,2.9,40.0,1.45
female,3.7,40.0,1.45
male,3.8,40.0,1.45
male,3.5,41.0,1.45
female,3.6,42.0,1.45
male,2.7,32.0,1.45
female,3.0,40.0,1.45
female,3.6,37.0,1.45
male,3.6,40.0,1.45
female,3.9,38.0,1.44
male,2.9,33.0,1.44
female,3.6,42.0,1.44
male,3.9,34.0,1.44
male,3.7,47.0,1.44
female,3.5,42.0,1.44
male,3.7,46.0,1.44
male,3.6,48.0,1.44
female,3.6,39.0,1.44
male,2.7,28.5,1.44
male,2.7,42.0,1.44
female,3.5,39.0,1.44
male,3.8,42.0,1.44
female,3.8,39.0,1.44
male,2.9,35.0,1.44
female,2.7,41.0,1.44
female,3.5,36.0,1.44
female,2.3,36.0,1.44
female,3.1,40.0,1.44
female,3.4,48.0,1.44
male,3.5,47.0,1.44
female,3.0,35.0,1.44
female,3.6,37.0,1.44
male,4.0,40.0,1.44
female,3.7,40.0,1.44
male,3.7,42.0,1.44
female,3.1,39.0,1.44
female,3.7,39.0,1.44
female,3.5,41.0,1.44
male,3.3,34.0,1.44
male,3.8,46.0,1.44
male,3.7,32.0,1.44
female,3.2,35.0,1.44
female,3.8,36.0,1.44
female,3.4,40.0,1.44
male,3.8,32.0,1.43
female,2.8,41.0,1.43
male,3.4,42.0,1.43
female,3.5,44.0,1.43
male,3.2,33.7,1.43
female,3.6,41.0,1.43
female,3.5,35.0,1.43
female,3.3,47.0,1.43
male,3.8,46.0,1.43
female,3.9,34.0,1.43
male,2.4,34.0,1.43
female,3.3,48.0,1.43
female,2.8,47.0,1.43
male,3.4,41.0,1.43
male,2.7,42.0,1.43
female,3.2,42.0,1.43
male,3.3,28.0,1.43
female,3.4,40.0,1.43
male,3.1,34.0,1.43
female,3.0,44.0,1.43
male,3.2,35.0,1.43
female,3.0,39.0,1.43
male,4.0,38.0,1.43
female,3.7,39.0,1.42
male,3.7,45.0,1.42
female,3.4,37.0,1.42
male,2.8,40.0,1.42
male,2.6,39.0,1.42
male,3.0,36.0,1.42
male,3.2,34.3,1.42
male,3.3,46.0,1.42
male,3.7,43.0,1.42
male,3.7,39.0,1.42
female,2.9,37.0,1.42
male,2.7,45.0,1.42
female,3.0,46.0,1.42
female,3.7,43.0,1.42
female,3.0,42.0,1.42
female,3.6,42.0,1.42
male,2.9,45.0,1.42
male,3.1,46.0,1.42
female,2.8,43.0,1.42
female,3.3,47.0,1.42
male,3.9,39.0,1.42
male,2.9,36.0,1.42
male,3.6,30.0,1.42
female,3.4,29.0,1.42
male,3.7,44.0,1.42
male,3.6,47.0,1.42
male,3.3,20.0,1.42
male,3.4,41.0,1.42
female,3.0,43.0,1.42
female,3.5,40.0,1.42
male,2.9,36.0,1.41
female,3.1,41.0,1.41
female,3.7,37.0,1.41
male,3.7,38.0,1.41
male,3.5,39.0,1.41
male,3.6,38.0,1.41
male,3.2,33.5,1.41
female,3.3,39.0,1.41
male,3.0,44.0,1.41
male,2.7,27.0,1.41
male,3.5,33.0,1.41
female,3.6,37.0,1.41
female,3.8,36.0,1.41
female,3.9,46.0,1.41
female,3.9,39.0,1.41
female,3.6,41.0,1.41
male,3.6,47.0,1.41
male,2.4,34.0,1.41
female,3.8,37.0,1.41
male,2.7,33.0,1.41
male,3.4,45.0,1.41
male,3.7,40.0,1.41
male,2.9,36.0,1.41
male,2.8,37.0,1.41
female,3.6,41.0,1.41
male,3.7,46.0,1.41
female,2.8,32.0,1.41
male,2.6,37.0,1.4
female,3.6,34.0,1.4
female,3.6,42.0,1.4
male,3.2,32.0,1.4
male,3.0,44.0,1.4
male,3.4,46.0,1.4
female,3.7,35.0,1.4
female,3.3,47.0,1.4
male,3.6,35.0,1.4
male,2.8,37.0,1.4
male,3.5,39.0,1.4
male,3.8,38.0,1.4
male,3.5,35.0,1.4
male,3.7,46.0,1.4
female,3.8,37.0,1.4
male,3.7,39.0,1.4
male,3.2,40.0,1.4
female,3.6,40.0,1.4
female,3.7,33.0,1.4
male,3.4,45.0,1.4
male,3.0,31.5,1.4
male,3.1,42.0,1.4
male,2.5,39.0,1.4
female,3.2,33.0,1.4
male,3.8,39.0,1.4
male,3.0,43.0,1.4
female,3.9,31.0,1.4
male,3.2,43.0,1.4
male,3.7,42.0,1.4
female,3.2,36.0,1.4
male,3.4,46.0,1.4
female,3.8,40.0,1.4
male,3.4,40.5,1.4
male,3.3,40.0,1.39
male,3.4,35.0,1.39
female,3.6,40.0,1.39
female,3.3,42.0,1.39
male,3.4,42.0,1.39
female,3.6,38.0,1.39
male,3.4,42.0,1.39
female,3.3,36.0,1.39
male,4.0,42.0,1.39
male,2.7,24.0,1.39
male,2.9,39.5,1.39
male,3.1,39.0,1.39
female,2.9,39.0,1.39
male,3.5,30.0,1.39
male,3.3,40.0,1.39
female,3.3,41.0,1.39
male,3.5,40.0,1.39
male,3.3,30.0,1.39
male,2.5,37.0,1.39
male,3.3,35.0,1.39
female,3.3,30.0,1.39
male,3.0,39.0,1.39
female,4.0,44.0,1.39
male,3.7,31.0,1.39
female,3.9,47.0,1.39
female,3.6,42.0,1.39
female,3.2,42.0,1.39
female,3.1,39.0,1.39
male,3.3,30.0,1.39
female,4.0,38.0,1.39
male,3.5,32.0,1.39
female,3.4,42.0,1.39
male,2.8,30.0,1.39
female,3.2,39.0,1.39
male,2.4,38.0,1.38
male,3.7,38.0,1.38
male,3.0,38.0,1.38
female,3.5,42.0,1.38
male,3.1,40.0,1.38
female,4.0,46.0,1.38
female,3.9,29.0,1.38
male,3.4,38.0,1.38
female,3.4,29.0,1.38
male,2.5,40.0,1.38
female,3.3,35.0,1.38
male,3.7,36.5,1.38
male,3.8,39.0,1.38
male,3.2,40.0,1.38
female,3.7,45.0,1.38
male,3.6,44.0,1.38
male,3.3,37.0,1.38
female,3.5,40.0,1.38
female,3.6,44.0,1.38
female,3.9,37.0,1.38
male,3.8,38.0,1.38
male,3.6,30.0,1.38
female,3.4,36.0,1.37
male,3.7,39.0,1.37
male,2.7,33.0,1.37
female,3.3,35.0,1.37
female,3.9,31.0,1.37
female,3.5,40.0,1.37
female,3.5,34.0,1.37
female,3.8,35.0,1.37
male,3.0,33.0,1.37
male,3.7,46.0,1.37
male,3.4,40.0,1.37
male,3.6,36.0,1.37
male,3.6,48.0,1.37
male,3.1,27.7,1.37
male,3.6,45.0,1.37
female,3.5,36.5,1.37
male,3.3,41.0,1.37
female,3.3,28.0,1.37
male,3.4,38.0,1.37
female,3.4,45.0,1.37
male,3.6,35.0,1.37
female,3.3,44.0,1.37
male,3.2,39.5,1.37
male,3.8,41.0,1.37
male,3.3,41.0,1.37
female,3.8,36.5,1.37
female,3.6,42.0,1.37
male,3.2,35.0,1.37
male,3.5,44.0,1.37
male,3.3,46.0,1.37
male,3.1,37.0,1.37
female,3.8,41.0,1.37
female,2.9,35.0,1.37
male,3.2,36.0,1.36
male,3.8,48.0,1.36
female,3.4,41.0,1.36
male,3.2,42.0,1.36
female,3.8,34.0,1.36
female,3.5,28.0,1.36
male,3.0,46.0,1.36
male,3.3,42.0,1.36
female,3.5,40.0,1.36
male,3.9,47.0,1.36
male,2.9,35.0,1.36
male,3.4,40.0,1.36
female,3.8,44.0,1.36
female,3.5,35.0,1.36
female,3.6,42.0,1.36
male,3.3,45.0,1.36
female,3.9,37.0,1.36
female,2.8,33.0,1.36
male,3.7,38.0,1.36
male,3.3,40.0,1.36
female,3.6,38.0,1.36
male,3.5,35.0,1.36
female,2.5,37.0,1.36
female,3.9,43.0,1.36
male,3.6,37.0,1.36
female,3.7,35.0,1.36
male,2.9,40.0,1.36
female,3.5,37.0,1.36
female,3.7,39.0,1.36
male,3.2,35.0,1.36
male,3.3,46.0,1.36
male,3.5,43.0,1.36
female,3.5,37.0,1.36
female,3.2,37.0,1.36
female,2.8,39.0,1.36
male,3.1,46.0,1.36
male,3.6,41.0,1.36
male,4.0,46.0,1.36
male,3.3,38.5,1.35
female,3.6,39.0,1.35
male,3.3,46.0,1.35
female,3.9,40.0,1.35
female,3.4,38.0,1.35
male,3.0,39.0,1.35
female,3.9,41.0,1.35
female,3.4,40.0,1.35
male,3.1,44.0,1.35
male,3.7,37.0,1.35
female,3.5,37.0,1.35
male,3.4,44.0,1.35
female,3.3,43.0,1.35
male,2.4,40.0,1.35
male,2.4,36.0,1.35
male,3.6,39.0,1.35
female,3.3,38.0,1.35
male,2.7,38.0,1.35
female,3.4,41.0,1.35
male,3.5,31.0,1.35
male,2.8,37.0,1.35
male,3.0,39.0,1.35
male,3.4,40.0,1.35
male,3.0,38.0,1.35
male,2.9,37.0,1.35
female,3.1,34.0,1.35
male,3.2,38.0,1.34
female,3.4,32.0,1.34
male,2.8,37.0,1.34
male,3.3,48.0,1.34
female,3.6,46.0,1.34
female,3.4,36.0,1.34
female,3.8,42.0,1.34
female,2.7,36.0,1.34
female,2.7,40.0,1.34
female,3.2,36.0,1.34
male,2.7,44.0,1.34
male,3.9,33.0,1.34
male,3.7,42.0,1.34
male,3.6,42.0,1.34
male,3.5,33.0,1.34
female,3.3,31.0,1.34
female,3.4,38.0,1.34
female,3.2,46.0,1.34
male,3.4,47.0,1.34
male,3.7,38.0,1.34
female,2.6,33.0,1.34
female,3.3,45.0,1.34
male,3.3,35.0,1.34
male,2.8,35.0,1.34
female,3.4,35.0,1.34
female,3.5,37.0,1.34
male,3.5,41.0,1.34
male,3.0,41.0,1.34
male,2.7,32.5,1.34
male,2.5,41.0,1.34
female,2.9,43.0,1.34
male,3.1,41.0,1.34
female,3.5,32.0,1.34
female,3.6,34.0,1.34
male,3.2,43.0,1.34
male,3.7,37.0,1.34
male,3.6,39.0,1.34
female,2.5,27.3,1.34
male,3.3,35.0,1.34
male,3.5,34.0,1.34
male,2.6,36.0,1.34
male,3.4,34.0,1.34
female,3.2,40.0,1.34
male,3.4,38.0,1.33
male,3.1,36.0,1.33
female,3.9,34.5,1.33
female,3.8,46.0,1.33
male,3.2,34.5,1.33
male,3.0,38.0,1.33
female,3.1,36.5,1.33
female,3.7,43.0,1.33
male,3.3,30.0,1.33
female,3.1,37.0,1.33
female,3.3,42.0,1.33
male,3.1,42.0,1.33
female,3.6,45.0,1.33
male,3.0,33.5,1.33
female,3.5,44.0,1.33
male,3.8,37.0,1.33
male,3.4,40.0,1.33
female,3.7,29.0,1.33
male,3.1,45.0,1.33
male,3.4,44.0,1.33
female,3.7,32.0,1.33
male,3.1,38.0,1.33
male,3.5,38.0,1.33
female,3.5,40.0,1.33
female,3.3,41.0,1.33
male,3.4,34.5,1.33
female,3.1,36.0,1.33
female,3.9,39.0,1.33
female,3.8,41.0,1.33
male,3.7,41.0,1.33
male,3.9,47.0,1.33
male,3.0,39.0,1.33
male,3.0,34.0,1.33
female,3.7,41.0,1.33
male,2.8,30.5,1.32
female,2.9,36.0,1.32
male,3.3,32.0,1.32
male,2.8,35.0,1.32
female,3.8,40.0,1.32
male,3.8,41.0,1.32
female,3.8,41.0,1.32
male,2.8,38.0,1.32
male,3.3,39.0,1.32
female,3.8,30.5,1.32
male,3.7,42.0,1.32
male,2.8,34.0,1.32
male,3.8,39.0,1.32
male,2.8,37.0,1.32
male,3.2,28.0,1.32
male,3.5,32.0,1.32
male,2.8,39.0,1.32
male,3.1,47.0,1.32
male,3.3,34.0,1.32
female,3.2,45.0,1.32
male,3.3,38.0,1.32
male,3.9,37.0,1.32
male,3.2,43.0,1.32
female,3.5,31.5,1.32
male,3.5,38.0,1.32
male,2.9,45.0,1.32
male,3.8,39.0,1.32
male,3.7,37.0,1.32
female,3.5,37.0,1.32
male,2.1,40.0,1.32
female,3.4,40.0,1.32
female,3.3,41.0,1.32
male,3.7,38.0,1.32
male,3.9,44.0,1.32
female,3.8,37.0,1.31
male,3.7,40.0,1.31
female,3.5,39.0,1.31
male,3.3,40.0,1.31
male,3.3,40.0,1.31
male,2.9,38.0,1.31
male,2.6,35.0,1.31
male,3.6,40.0,1.31
female,3.2,40.0,1.31
female,3.8,32.0,1.31
female,3.4,31.0,1.31
female,3.3,33.0,1.31
male,3.0,30.5,1.31
male,3.6,39.0,1.31
male,3.5,38.0,1.31
female,3.8,42.0,1.31
female,3.7,40.0,1.31
male,3.2,36.0,1.31
male,3.3,42.0,1.31
male,4.1,48.0,1.31
female,3.3,38.0,1.31
female,3.5,39.5,1.31
female,3.9,31.0,1.31
male,3.6,42.0,1.31
male,3.7,39.0,1.31
female,3.3,34.0,1.31
female,2.9,34.0,1.31
female,3.5,37.0,1.31
female,3.9,42.0,1.31
male,3.9,38.0,1.31
female,3.5,42.0,1.31
male,3.4,39.0,1.31
female,3.7,41.5,1.31
male,3.6,43.0,1.31
male,3.4,47.0,1.31
male,2.9,44.0,1.31
female,2.6,22.0,1.31
female,3.9,32.0,1.31
female,3.6,43.0,1.31
male,3.2,35.0,1.3
female,3.3,44.0,1.3
male,3.8,44.0,1.3
male,2.6,43.0,1.3
female,3.3,39.0,1.3
male,3.5,37.0,1.3
male,3.5,46.0,1.3
female,4.0,41.0,1.3
female,3.8,40.0,1.3
male,2.9,32.0,1.3
male,3.8,48.0,1.3
male,3.4,32.0,1.3
male,3.6,39.0,1.3
female,3.1,44.0,1.3
male,2.9,45.0,1.3
male,3.6,42.0,1.3
female,3.0,36.0,1.3
female,4.0,33.0,1.3
male,3.6,39.0,1.3
female,3.3,32.0,1.3
male,3.1,45.0,1.3
male,2.9,41.0,1.3
male,3.6,39.0,1.3
female,2.9,44.0,1.3
male,2.9,29.3,1.3
female,2.6,24.5,1.3
female,3.3,39.0,1.3
male,3.0,38.0,1.3
female,3.2,38.0,1.3
male,3.2,31.0,1.3
male,3.2,39.0,1.3
female,3.8,38.0,1.3
female,3.6,34.0,1.3
male,3.1,34.0,1.3
male,2.3,30.0,1.3
female,3.6,31.0,1.3
female,3.6,39.0,1.3
female,3.6,41.0,1.3
female,3.1,38.0,1.3
male,3.2,41.0,1.3
male,4.0,37.0,1.3
female,3.9,39.0,1.3
female,2.7,37.5,1.3
female,3.9,42.0,1.3
female,3.8,39.0,1.3
male,3.4,38.0,1.3
female,3.8,42.0,1.29
male,2.9,41.0,1.29
male,3.0,34.0,1.29
female,3.8,44.0,1.29
male,3.6,44.0,1.29
male,3.4,43.0,1.29
male,3.4,42.0,1.29
male,2.8,40.0,1.29
male,3.5,48.0,1.29
female,3.7,42.0,1.29
male,3.1,45.0,1.29
male,3.1,30.0,1.29
female,3.5,39.0,1.29
female,3.8,38.0,1.29
female,3.7,34.0,1.29
female,4.0,41.0,1.29
male,3.3,40.0,1.29
female,3.5,40.0,1.29
female,3.8,34.0,1.29
male,4.0,44.0,1.29
female,3.2,36.0,1.29
male,3.1,22.0,1.29
female,2.6,32.5,1.29
female,3.5,33.0,1.29
female,3.5,38.0,1.29
male,2.9,32.0,1.29
male,3.4,39.0,1.29
female,3.0,37.0,1.28
male,3.8,37.0,1.28
male,2.8,36.0,1.28
male,2.1,32.0,1.28
male,3.4,46.0,1.28
male,3.7,43.0,1.28
male,3.1,42.0,1.28
female,3.9,34.0,1.28
male,3.3,36.0,1.28
male,2.5,33.0,1.28
male,3.1,34.0,1.28
male,3.3,37.0,1.28
male,3.0,41.0,1.28
male,2.8,30.0,1.28
male,2.6,33.0,1.28
male,3.4,41.0,1.28
male,3.0,34.0,1.28
male,3.9,42.0,1.28
female,2.4,38.0,1.28
male,2.6,26.0,1.28
male,3.2,38.0,1.28
female,3.6,38.0,1.28
male,3.0,33.0,1.28
female,3.9,40.0,1.28
male,3.2,33.5,1.28
female,3.6,33.0,1.28
male,3.5,42.0,1.28
male,3.6,41.0,1.28
female,3.1,42.0,1.28
male,3.5,39.0,1.28
female,3.5,46.0,1.28
female,3.7,38.0,1.28
male,3.2,39.0,1.28
male,3.4,42.0,1.28
male,2.9,37.0,1.28
female,3.7,45.0,1.28
female,3.6,31.0,1.27
female,3.3,33.0,1.27
female,3.3,33.0,1.27
male,3.2,41.0,1.27
male,3.0,36.0,1.27
male,2.8,35.0,1.27
female,3.8,46.0,1.27
female,3.6,37.0,1.27
female,3.2,30.0,1.27
female,3.8,41.0,1.27
female,3.7,43.0,1.27
female,2.4,40.0,1.27
male,3.1,37.0,1.27
female,3.3,33.0,1.27
female,3.1,36.0,1.27
male,3.8,47.0,1.27
female,3.3,46.0,1.27
male,3.7,39.0,1.27
female,3.6,47.0,1.27
male,3.6,41.0,1.27
male,3.1,40.0,1.27
female,3.8,42.0,1.27
male,2.8,40.0,1.27
male,3.5,40.0,1.27
female,2.8,43.0,1.27
male,3.3,40.0,1.27
male,3.3,39.0,1.27
male,3.5,48.0,1.27
female,3.3,42.0,1.27
female,3.0,33.0,1.27
male,3.4,39.0,1.27
male,3.6,33.0,1.27
male,3.8,40.0,1.27
male,2.9,34.0,1.27
female,3.5,42.0,1.27
male,3.2,30.0,1.27
male,2.9,48.0,1.26
male,2.3,44.0,1.26
male,3.2,32.0,1.26
female,3.8,32.0,1.26
male,3.6,39.0,1.26
male,2.4,38.0,1.26
male,2.1,40.5,1.26
male,3.7,45.0,1.26
female,2.9,35.0,1.26
male,4.0,42.0,1.26
female,3.5,41.0,1.26
male,3.1,36.0,1.26
male,3.3,47.0,1.26
male,3.1,40.0,1.26
male,3.8,41.0,1.26
male,2.8,38.0,1.26
male,3.6,45.0,1.26
male,3.4,48.0,1.26
female,3.7,43.0,1.26
male,3.7,33.0,1.26
female,3.4,36.0,1.26
male,2.4,37.0,1.26
male,2.9,40.0,1.26
female,3.7,38.0,1.26
male,3.5,47.0,1.26
female,3.4,41.0,1.26
female,3.7,48.0,1.26
male,2.7,39.0,1.26
male,3.5,35.0,1.26
male,3.5,34.0,1.26
male,3.2,36.0,1.26
female,4.1,42.0,1.26
male,2.6,36.0,1.26
male,2.8,41.0,1.26
male,2.8,42.0,1.26
male,3.1,31.0,1.26
male,3.5,48.0,1.26
female,2.8,26.0,1.26
male,3.4,32.0,1.26
male,2.8,36.5,1.26
male,3.8,38.0,1.26
female,3.8,35.0,1.26
male,2.9,46.0,1.26
female,3.0,37.0,1.26
female,3.9,48.0,1.25
female,2.9,35.0,1.25
male,3.1,38.0,1.25
female,3.4,42.0,1.25
male,3.1,33.0,1.25
male,3.8,37.0,1.25
male,3.8,32.0,1.25
male,3.0,40.0,1.25
female,3.4,38.0,1.25
female,3.4,37.0,1.25
female,3.8,39.0,1.25
male,3.1,39.0,1.25
male,3.4,41.0,1.25
male,3.3,33.0,1.25
male,3.5,42.0,1.25
male,2.7,24.3,1.25
